"Iteration","Ux_CornerLine1_001: Ux_CornerLine1_001 (m/s)","Ux_CornerLine1_002: Ux_CornerLine1_002 (m/s)","Ux_CornerLine1_003: Ux_CornerLine1_003 (m/s)","Ux_CornerLine1_004: Ux_CornerLine1_004 (m/s)","Ux_CornerLine1_005: Ux_CornerLine1_005 (m/s)","Ux_CornerLine1_006: Ux_CornerLine1_006 (m/s)","Ux_CornerLine2_001: Ux_CornerLine2_001 (m/s)","Ux_CornerLine2_002: Ux_CornerLine2_002 (m/s)","Ux_CornerLine2_003: Ux_CornerLine2_003 (m/s)","Ux_CornerLine2_004: Ux_CornerLine2_004 (m/s)","Ux_CornerLine2_005: Ux_CornerLine2_005 (m/s)","Ux_CornerLine2_006: Ux_CornerLine2_006 (m/s)","Ux_CornerLine3_001: Ux_CornerLine3_001 (m/s)","Ux_CornerLine3_002: Ux_CornerLine3_002 (m/s)","Ux_CornerLine3_003: Ux_CornerLine3_003 (m/s)","Ux_CornerLine3_004: Ux_CornerLine3_004 (m/s)","Ux_CornerLine3_005: Ux_CornerLine3_005 (m/s)","Ux_CornerLine3_006: Ux_CornerLine3_006 (m/s)","Ux_CornerLine4_001: Ux_CornerLine4_001 (m/s)","Ux_CornerLine4_002: Ux_CornerLine4_002 (m/s)","Ux_CornerLine4_003: Ux_CornerLine4_003 (m/s)","Ux_CornerLine4_004: Ux_CornerLine4_004 (m/s)","Ux_CornerLine4_005: Ux_CornerLine4_005 (m/s)","Ux_CornerLine4_006: Ux_CornerLine4_006 (m/s)","Ux_Perimeter1_001: Ux_Perimeter1_001 (m/s)","Ux_Perimeter1_002: Ux_Perimeter1_002 (m/s)","Ux_Perimeter1_003: Ux_Perimeter1_003 (m/s)","Ux_Perimeter1_004: Ux_Perimeter1_004 (m/s)","Ux_Perimeter1_005: Ux_Perimeter1_005 (m/s)","Ux_Perimeter1_006: Ux_Perimeter1_006 (m/s)","Ux_Perimeter1_007: Ux_Perimeter1_007 (m/s)","Ux_Perimeter1_008: Ux_Perimeter1_008 (m/s)","Ux_Perimeter1_009: Ux_Perimeter1_009 (m/s)","Ux_Perimeter1_010: Ux_Perimeter1_010 (m/s)","Ux_Perimeter1_011: Ux_Perimeter1_011 (m/s)","Ux_Perimeter1_012: Ux_Perimeter1_012 (m/s)","Ux_Perimeter2_001: Ux_Perimeter2_001 (m/s)","Ux_Perimeter2_002: Ux_Perimeter2_002 (m/s)","Ux_Perimeter2_003: Ux_Perimeter2_003 (m/s)","Ux_Perimeter2_004: Ux_Perimeter2_004 (m/s)","Ux_Perimeter2_005: Ux_Perimeter2_005 (m/s)","Ux_Perimeter2_006: Ux_Perimeter2_006 (m/s)","Ux_Perimeter2_007: Ux_Perimeter2_007 (m/s)","Ux_Perimeter2_008: Ux_Perimeter2_008 (m/s)","Ux_Perimeter2_009: Ux_Perimeter2_009 (m/s)","Ux_Perimeter2_010: Ux_Perimeter2_010 (m/s)","Ux_Perimeter2_011: Ux_Perimeter2_011 (m/s)","Ux_Perimeter2_012: Ux_Perimeter2_012 (m/s)","Ux_TurbineLine1_001: Ux_TurbineLine1_001 (m/s)","Ux_TurbineLine1_002: Ux_TurbineLine1_002 (m/s)","Ux_TurbineLine1_003: Ux_TurbineLine1_003 (m/s)","Ux_TurbineLine1_004: Ux_TurbineLine1_004 (m/s)","Ux_TurbineLine2_001: Ux_TurbineLine2_001 (m/s)","Ux_TurbineLine2_002: Ux_TurbineLine2_002 (m/s)","Ux_TurbineLine2_003: Ux_TurbineLine2_003 (m/s)","Ux_TurbineLine2_004: Ux_TurbineLine2_004 (m/s)","Ux_TurbineLine3_001: Ux_TurbineLine3_001 (m/s)","Ux_TurbineLine3_002: Ux_TurbineLine3_002 (m/s)","Ux_TurbineLine3_003: Ux_TurbineLine3_003 (m/s)","Ux_TurbineLine3_004: Ux_TurbineLine3_004 (m/s)","Ux_TurbineLine4_001: Ux_TurbineLine4_001 (m/s)","Ux_TurbineLine4_002: Ux_TurbineLine4_002 (m/s)","Ux_TurbineLine4_003: Ux_TurbineLine4_003 (m/s)","Ux_TurbineLine4_004: Ux_TurbineLine4_004 (m/s)","Ux_CornerBuoy1: Ux_CornerBuoy1 (m/s)","Ux_CornerBuoy2: Ux_CornerBuoy2 (m/s)","Ux_CornerBuoy3: Ux_CornerBuoy3 (m/s)","Ux_CornerBuoy4: Ux_CornerBuoy4 (m/s)"
1.0,0.16345620741059566,0.8001472000961618,1.138625817157635,1.132590777586241,0.45989815009374285,0.39798676299396224,0.15265367448903705,0.7699200539856312,1.138391519182453,1.030061617192633,0.41665878374056897,0.37458610633041706,0.2541208772518502,1.1326164600664599,1.2224749215536193,0.9953135482532424,0.362701364323378,0.4030204492969782,0.2691843281164465,1.2188722773180596,1.2725668015081497,0.7182168619663779,0.40680664890422075,0.42797699759930785,0.37967099139191773,0.37806654839757253,0.8561045652274704,0.7428278724578303,1.1062892016536752,1.182826411867984,1.142093829108114,0.751411866831113,0.7690873479229303,0.5894718234030657,0.44532293719011895,0.41411902686896374,0.37276728867979125,0.4048934264444209,0.8384692382629689,0.729651399045673,1.0519844965402143,1.1119605757618587,1.0800992004842587,0.66893706852921,0.7518962450280077,0.5743307253509751,0.4673185746482156,0.44396453337318376,0.38887511583183976,0.1213582095533787,0.05173490424184379,0.07058066200597118,0.0712857092303879,0.0526833406773106,0.12516743927621232,0.4056181537808648,0.4542160440582514,0.13812869335686834,0.055625068872669485,0.07188945380086942,0.07250502819890063,0.05662993519089356,0.14257338246174767,0.4776980408145055,0.4068194918684072,0.3702830377414075,0.5733508817319761,0.43512562143233846
2.0,0.19087954997866965,0.9410980275665048,1.3477763716702287,1.282771397321914,0.7139728722953769,0.5775993305749383,0.1808936406348278,0.901494290724798,1.3129456263024444,1.203118995603166,0.6627933880993141,0.5657565940088577,0.36262607174664596,1.2294449194684347,1.2902861095570004,1.0480997426380652,0.5383871030565189,0.5037507919552218,0.3712698436664146,1.2381481063483697,1.249266486223229,0.8069268379933159,0.5019957213695532,0.5096585741633792,0.5464372767714728,0.4857882524599903,0.8115075500172463,0.8436873032109948,0.9592146325095375,1.0639384208740246,1.147026492668683,0.9789764172721724,0.8928859140251112,0.7488512697199183,0.5971361826116702,0.5396423859849699,0.5057366742215459,0.4620582690673995,0.7978404496756344,0.8485972410571077,0.9387266129389163,1.0279049150846915,1.0922317212555754,0.9028818028664202,0.8531660679718728,0.7127478240401505,0.58961594351941,0.5387537444727746,0.5390930048838843,0.19835236253029442,0.10338107766324568,0.08495609026248387,0.08594572755787629,0.10536902128909362,0.20326079947544276,0.5523593747085541,0.5313259104416216,0.18413871092715922,0.07627559552965835,0.0748171437801382,0.07417237390851739,0.07617090935541156,0.18616375513879282,0.5399510106253571,0.5965129107935765,0.537534491775937,0.6494277364566363,0.5236619838991372
3.0,0.19945768575462136,0.9822778763943184,1.5448724914164231,1.4295437993851632,0.9569642762730108,0.7611860475139267,0.18904842855923232,0.9512929367672138,1.496376159517949,1.3702923585685856,0.9201922881441941,0.7564931117158535,0.4858975332047701,1.3060219535676232,1.36675644449384,1.1336894887154134,0.7066496528487523,0.6711667189105005,0.4970890820165162,1.3053637530404902,1.2970273126760672,0.9003770460202833,0.6679513233736353,0.6654224231108399,0.6534209004082561,0.5267031920233061,0.7514389463353212,0.8179783315300707,0.8356413407677393,0.883743179795793,1.0142841535245555,1.0452676969089025,0.9861626300702359,0.8996148915624234,0.7619010267823921,0.7131778696695033,0.620381633855992,0.4929563864649572,0.7382428297899523,0.8422350440239454,0.8606615162586482,0.8928537034552784,0.9911821697945329,0.9909005662278274,0.9434166056473628,0.8527186425188383,0.7429409044395273,0.6974460294605459,0.6941739934805028,0.2943749493036352,0.15496794577474568,0.07929794669392785,0.08080664360898668,0.1570695911619498,0.30413834793775274,0.7101241550114483,0.688363910863045,0.2825569856900719,0.10601469131894746,0.08798707654051421,0.08716124533944206,0.10499054105929917,0.28153172273891997,0.6818905010993899,0.740963490260254,0.697868211416358,0.7706881618066465,0.6744157549650905
4.0,0.19813766533432775,0.9943043087642273,1.7209945071433745,1.5885237968002552,1.1677192583940916,0.9421953787865998,0.1909840810278572,0.985804190410551,1.6716418841840839,1.5383247467416403,1.1401939753019357,0.9399554812372454,0.5341985768966911,1.3105411294170022,1.382819210271987,1.1608608717880362,0.8035453442643887,0.7667503701285865,0.5393777069536893,1.2950555702031483,1.2907810690004593,0.9451547260179073,0.7596204404791764,0.7504265568996094,0.7688485192299933,0.5845491152082661,0.7284019166254183,0.8034836356708008,0.8053596030307739,0.7773442167473326,0.8431893281890698,0.9507407162091902,0.9719665259272042,0.953332396795793,0.8513797607808027,0.806184526389863,0.7448729587155482,0.5623166677807712,0.7198263560168123,0.8353841135811239,0.8568876061108645,0.8242847435603027,0.8609359766692143,0.9313203359817105,0.9305901618677541,0.9073314522456953,0.8252672434010533,0.7844620701881642,0.8644309091601285,0.3830811299147246,0.3124345948523535,0.07925042374612533,0.08144581133119014,0.31864689974972743,0.39534348939278674,0.8858676243943489,0.7758213557318472,0.32528289200577415,0.13044776502994623,0.0973283528818262,0.09633322676158859,0.12865140718753262,0.32195158085913617,0.7635272040033948,0.8908661785185537,0.8585244660750906,0.8329375342617384,0.7627230562668367
5.0,0.18569569281656428,0.9780746419645481,1.8421628321615946,1.7317942317389945,1.3551193573033988,1.122633535367693,0.18123899918140182,0.9879979632320469,1.797247723381842,1.6887525543690716,1.3334202890630982,1.1229870253734044,0.5356625740311685,1.2821462565313675,1.3833341768627223,1.1863816685001394,0.8864470935432204,0.8510857292604104,0.5353281876499116,1.2427923250778863,1.2735656327150668,0.9902022473127983,0.8367907868748135,0.8264622220046739,0.9041678630432313,0.6653041499829528,0.7335621704205673,0.8222906503522525,0.8375071402361282,0.7794279057091763,0.7420492357852146,0.825219790218561,0.8963663704875634,0.9340079013046371,0.9021012184148002,0.8798653638587937,0.8921728217715031,0.6541943891205786,0.7308890553927337,0.8551188742504697,0.9014043164219474,0.8528807897469528,0.7956682332838503,0.8382677790136734,0.87516746799015,0.8983537456368833,0.8727405938060194,0.8537288025080807,1.0459217161124084,0.5104904800832246,0.4753723642748695,0.08636275912170925,0.08820978334214483,0.4842845712218973,0.528413832020125,1.073490586195205,0.8539943503803762,0.37915784656253093,0.15624093706557884,0.1087393647080191,0.10790467957636478,0.153627969469409,0.37421476204107096,0.8362271712937027,1.0529946125900618,1.0344235498894683,0.9044269965015005,0.8456736353622136
6.0,0.17729968432624582,0.9620158503069068,1.9281126032826819,1.8710926723183738,1.531487421807055,1.300402419358009,0.17441911632999707,0.9886058977870741,1.8963462711270935,1.8369712642099192,1.5116120217796103,1.302401812400516,0.5000147585774739,1.2297064246666238,1.3694644874154807,1.20477452635322,0.9534379642719781,0.9144152844972802,0.49908602753802106,1.155645204074232,1.2372519111072862,1.026179586845359,0.8949472849407915,0.8858052008412315,1.0609774250659947,0.7641404917381418,0.7669058494306497,0.852057277789128,0.9147176197880725,0.8748192619737281,0.7779032072384185,0.7565094969485759,0.8118474361771547,0.879665580520629,0.9229899502568403,0.9306536441613408,1.0626417462201054,0.7668900364748217,0.776692544487978,0.8826149641789592,0.9771131880138473,0.9472484677908611,0.8490437285010899,0.796074047361191,0.8224018571861917,0.8684733067761247,0.8944426782997251,0.902548864976927,1.225472576922816,0.6476317546483521,0.6232165218405086,0.12080567369554557,0.12367082644623008,0.6370567157244735,0.670517254029456,1.25814877890568,0.9065652914208745,0.420760195514474,0.1770570661938409,0.11714433352502376,0.11589809067205872,0.17412845081450717,0.41556855889833483,0.8864527304574022,1.2248367168667822,1.2182297737614893,0.9634674039119994,0.9106664588641202
7.0,0.17481222862540466,0.9468090807556246,1.9872017380783094,1.9970757291572858,1.6889206591610122,1.4622309164671201,0.17485053112842083,0.9880430999454277,1.971381834507858,1.9710559565820096,1.6698471477651107,1.4651170158137834,0.44040078958219264,1.1758535649111792,1.3463467109213707,1.1962811374975744,0.9957423542561933,0.956057188915444,0.4436782746595409,1.0541948204089475,1.1814396943875078,1.0361066049376286,0.9333041493847188,0.9272243670110802,1.222626352401612,0.8727652953347242,0.8148882528227365,0.8768336922079952,0.9856576659060908,0.9792324155572444,0.8912031674772057,0.7999166677053006,0.7769159337862136,0.8224881090819308,0.9160939595849587,0.9601284185773493,1.235151054848377,0.886849807536798,0.8361772305291933,0.9076103376572153,1.0454322573532304,1.045561684854302,0.9623391545227691,0.8487090354793001,0.8165482114804508,0.835123530596369,0.897316974858098,0.9347399176286748,1.3858761882112154,0.7820278183455355,0.701477674297826,0.1698436532167815,0.17187773510129745,0.718870362043033,0.8078301635875372,1.4230722487154621,0.9428991523038286,0.4638694851933529,0.20072993056126698,0.12700675433375122,0.12543004890649304,0.19798513607710788,0.45820187482413977,0.9242517474241138,1.3905654008742898,1.3926521536842842,1.0019641967496067,0.9569849039143177
8.0,0.18005922709279498,0.9361550000119001,2.0253920185923238,2.1076825892362785,1.8229409552898765,1.6031692805619433,0.1834012976291936,0.9880911824361801,2.026640506655859,2.0907113878618544,1.8084262611503787,1.6073787791924425,0.37463833912439237,1.1326678248825148,1.327916460819929,1.1676987560565082,1.0137003309233876,0.9789888285548127,0.3848184164842323,0.9651342749805568,1.1222989979291254,1.0213762648000762,0.9537569918236057,0.9531461474668914,1.3833471932473873,0.997517034584707,0.8852808559068125,0.900974472639347,1.0461327175116617,1.0704073205236027,1.0240113099294468,0.9147191117371678,0.8132657887739128,0.7966831502825028,0.8931375335010615,0.9717607136918778,1.4027837454770775,1.0213353501299063,0.917132511502311,0.9366697516140591,1.1042124798243191,1.1324061663526857,1.087116367218082,0.9587605489614967,0.8737880690966896,0.8351400938430673,0.8923152052950805,0.9539401121960653,1.524886579321754,0.919532356028529,0.7480211025460206,0.23415545330861698,0.2372342171166469,0.7696181600783767,0.9473685700696862,1.5651451807104328,0.9632157762727372,0.5013391362937001,0.21976706253869102,0.13439697559630048,0.133011835315731,0.21835397918990687,0.4965339373356105,0.9487039076668279,1.5421644114994306,1.5487958517707043,1.0191904610605729,0.986624487259618
9.0,0.1964535855234354,0.9346287881414119,2.0516740860772824,2.2014480431985763,1.9379355123877122,1.7260302777450647,0.20262385368660507,0.9955123198681287,2.069395117215249,2.1939297069420003,1.9293353509131432,1.731979780807379,0.32745340990043464,1.1028717388516733,1.3263336860122505,1.1341144396508296,1.0134548939715189,0.9925669165779829,0.3469113890973833,0.9180906708729565,1.0907564833490868,1.0017085835703938,0.9649339042298013,0.9741558055487383,1.532797131448826,1.1329187881264529,0.9682315092785059,0.9292321747482905,1.093600000950318,1.1347422825996984,1.1345641154845731,1.0503592775924644,0.9162135789816268,0.836538615317948,0.8781304455842582,0.9774433120428296,1.5561782169400131,1.165018371955052,1.009228195787686,0.9743255858579689,1.151909340877209,1.1974972863651305,1.1907931295572833,1.0848755685840012,0.9815162833382911,0.890319212169928,0.9003484733042839,0.9724588266794263,1.644891017241262,1.0522547107006248,0.7704262523831469,0.30043791849171425,0.30725062994309205,0.7949385261680405,1.0817241822349246,1.6871099282333333,0.9798104635539097,0.5406491810949599,0.2396918597639732,0.14280184857404823,0.14184464065830213,0.24007288035129815,0.5380096294891158,0.972447642059862,1.6759917876894928,1.6846473773658912,1.0280793377175244,1.0114542384119938
10.0,0.2240583554237146,0.9428574274755644,2.0710637373345753,2.2782943724771525,2.035227659982143,1.8334151742717126,0.2324083393247145,1.0101585571286447,2.1037203040111243,2.2792460235243683,2.0330306215133027,1.841787862378217,0.3154963966154173,1.0790584343443046,1.3462093610134462,1.1183110918772783,1.0043273395585781,1.0044281348503377,0.3421650336210784,0.9197606024509721,1.1058280861498069,0.996473779189768,0.974928077033882,0.9977087774018466,1.6673666164999348,1.274249010269927,1.0636974422799723,0.9721185706234261,1.133446453312437,1.1763761678617481,1.2109471780791783,1.1724811617166047,1.0547956990252465,0.9343991003300959,0.8940077092189933,0.9881522944636538,1.6916345703081006,1.313573412645447,1.1107296698510316,1.0280652300289657,1.195071685234082,1.2440190767040324,1.2663042200993375,1.1983675154780131,1.1112097749488525,0.9910127412187745,0.9368804758268011,0.9996645127777116,1.751120661739671,1.1755406916447675,0.7843310960936372,0.36959784305689314,0.38087342516154643,0.8117248957820582,1.206853346995744,1.7941899716549896,1.001261625075753,0.5860050146984757,0.2652957276401404,0.1565632837286102,0.15591309546509133,0.26735781977475953,0.5859730838993246,1.003444026186857,1.7926473375344898,1.8009424115764119,1.0400305677726336,1.0392664945481558
11.0,0.26296939220716997,0.9624217457874596,2.088830820026918,2.3406620520497845,2.1165691936050868,1.9281428374166258,0.27331123605926005,1.0347012257693768,2.1346247755123637,2.349499601964222,2.119780737089024,1.938227987808845,0.33831254666090094,1.0632901070799377,1.3725587216819424,1.1235503251744583,0.9967995063001731,1.0189819523828374,0.36476087393197654,0.961165953914694,1.163450561504271,1.0113919482335787,0.9891283167005185,1.0275420882940998,1.786562467779532,1.4160082012627278,1.1709628173100732,1.0341346990842029,1.1728109866238812,1.206624496676558,1.2568847120130324,1.2594671681089427,1.1904201399730345,1.0623416015942988,0.94578606312894,1.0101451516790472,1.8097919333103576,1.460353082076995,1.221107442072292,1.0994805997266974,1.2403718789543818,1.28120025539456,1.3164994416966926,1.2810206433258635,1.233998719491619,1.1123724263536945,1.0012289232909053,1.039005982445781,1.8483678516152064,1.28946731588929,0.8005624765237696,0.4398017745822602,0.4550860791976485,0.8321502034795033,1.3223290493341615,1.8910968708617144,1.027838122902525,0.6336719113952947,0.29342816809596267,0.17280902765348868,0.1728224992491849,0.297032656048507,0.6376508051720217,1.0424942136112236,1.8941264879921256,1.9012144474688546,1.0613190850951668,1.0739601236451843
12.0,0.3115478624444776,0.9961990981554143,2.10734462544572,2.389150874436247,2.183798350879002,2.0108220776561345,0.32362115207724457,1.072067045113053,2.164266930302757,2.404719784009342,2.1921088486808786,2.0221144671143976,0.3790030995238745,1.0617874164964223,1.3969143228585705,1.1456996819384704,0.9966437709710593,1.0397350827437886,0.40045559634734906,1.0207788293016185,1.2439667435694972,1.0487816311220444,1.0082815484389958,1.0633703279399747,1.8910551835275349,1.551299526325906,1.2846945917067272,1.1148252226082058,1.217463201117906,1.2363043501315978,1.2819572582227057,1.3033082564068768,1.2975305125247465,1.190705902623655,1.0245434335474193,1.0460753569673225,1.9119965426942556,1.5989366930920668,1.3362762879445125,1.186348504034442,1.291964808465036,1.316581599720484,1.3487188049926537,1.330008543767885,1.3298846158368938,1.2317861600645839,1.0868308237403865,1.0890143606879221,1.9376187329963812,1.3925276458705436,0.8292780306328907,0.5101699051294235,0.5294165468243429,0.8659419176772957,1.426724797601508,1.9787911863666314,1.0600723530818428,0.6809857955753137,0.32162749270561347,0.18813271129037024,0.18899879921593116,0.32646038524590193,0.6896141715622227,1.0872780367591433,1.9822047767277524,1.9882906741966928,1.0955772014111775,1.11590652444353
13.0,0.36204177021475425,1.0395321274150178,2.125825863495834,2.422582995089667,2.2356963779795294,2.079241244273837,0.3748193438465118,1.1182634165786476,2.190998057330757,2.4432594977542053,2.248818087370555,2.0912065517780922,0.43202068128274596,1.0839611260933995,1.4332337584909538,1.1918982908679787,1.016039659710113,1.0748153332136376,0.44634960058841344,1.093971889323659,1.3400433175756044,1.1095333608277567,1.0397115412195543,1.1123496537916422,1.9805811259069346,1.6728605274853483,1.396158395091405,1.2080116674012045,1.2701378374376908,1.2721449758708285,1.3018626089894891,1.3193212389867974,1.3698964780065082,1.3086545256386184,1.1253487602040353,1.1037303158202934,1.9993486097071262,1.7212903740785217,1.448426146595227,1.2834212748535851,1.3523258055229406,1.3597065905673138,1.3794168726061253,1.3584102046322823,1.3965594189693191,1.341281065417024,1.1888061027617065,1.1568200594422346,2.0162752263598827,1.4814176830689858,0.8705709194059159,0.580438038360077,0.6034897963026361,0.9122024097514069,1.5169156067680778,2.054236175212011,1.1045453792721034,0.7318043642753468,0.3544142889405274,0.20867156255927646,0.21041133360891778,0.35996730780650965,0.7451569527360037,1.143964025117917,2.0556771714799393,2.060737890913887,1.1502685182740147,1.1728821841823194
