"Iteration","Uy_CornerLine1_001: Uy_CornerLine1_001 (m/s)","Uy_CornerLine1_002: Uy_CornerLine1_002 (m/s)","Uy_CornerLine1_003: Uy_CornerLine1_003 (m/s)","Uy_CornerLine1_004: Uy_CornerLine1_004 (m/s)","Uy_CornerLine1_005: Uy_CornerLine1_005 (m/s)","Uy_CornerLine1_006: Uy_CornerLine1_006 (m/s)","Uy_CornerLine2_001: Uy_CornerLine2_001 (m/s)","Uy_CornerLine2_002: Uy_CornerLine2_002 (m/s)","Uy_CornerLine2_003: Uy_CornerLine2_003 (m/s)","Uy_CornerLine2_004: Uy_CornerLine2_004 (m/s)","Uy_CornerLine2_005: Uy_CornerLine2_005 (m/s)","Uy_CornerLine2_006: Uy_CornerLine2_006 (m/s)","Uy_CornerLine3_001: Uy_CornerLine3_001 (m/s)","Uy_CornerLine3_002: Uy_CornerLine3_002 (m/s)","Uy_CornerLine3_003: Uy_CornerLine3_003 (m/s)","Uy_CornerLine3_004: Uy_CornerLine3_004 (m/s)","Uy_CornerLine3_005: Uy_CornerLine3_005 (m/s)","Uy_CornerLine3_006: Uy_CornerLine3_006 (m/s)","Uy_CornerLine4_001: Uy_CornerLine4_001 (m/s)","Uy_CornerLine4_002: Uy_CornerLine4_002 (m/s)","Uy_CornerLine4_003: Uy_CornerLine4_003 (m/s)","Uy_CornerLine4_004: Uy_CornerLine4_004 (m/s)","Uy_CornerLine4_005: Uy_CornerLine4_005 (m/s)","Uy_CornerLine4_006: Uy_CornerLine4_006 (m/s)","Uy_Perimeter1_001: Uy_Perimeter1_001 (m/s)","Uy_Perimeter1_002: Uy_Perimeter1_002 (m/s)","Uy_Perimeter1_003: Uy_Perimeter1_003 (m/s)","Uy_Perimeter1_004: Uy_Perimeter1_004 (m/s)","Uy_Perimeter1_005: Uy_Perimeter1_005 (m/s)","Uy_Perimeter1_006: Uy_Perimeter1_006 (m/s)","Uy_Perimeter1_007: Uy_Perimeter1_007 (m/s)","Uy_Perimeter1_008: Uy_Perimeter1_008 (m/s)","Uy_Perimeter1_009: Uy_Perimeter1_009 (m/s)","Uy_Perimeter1_010: Uy_Perimeter1_010 (m/s)","Uy_Perimeter1_011: Uy_Perimeter1_011 (m/s)","Uy_Perimeter1_012: Uy_Perimeter1_012 (m/s)","Uy_Perimeter2_001: Uy_Perimeter2_001 (m/s)","Uy_Perimeter2_002: Uy_Perimeter2_002 (m/s)","Uy_Perimeter2_003: Uy_Perimeter2_003 (m/s)","Uy_Perimeter2_004: Uy_Perimeter2_004 (m/s)","Uy_Perimeter2_005: Uy_Perimeter2_005 (m/s)","Uy_Perimeter2_006: Uy_Perimeter2_006 (m/s)","Uy_Perimeter2_007: Uy_Perimeter2_007 (m/s)","Uy_Perimeter2_008: Uy_Perimeter2_008 (m/s)","Uy_Perimeter2_009: Uy_Perimeter2_009 (m/s)","Uy_Perimeter2_010: Uy_Perimeter2_010 (m/s)","Uy_Perimeter2_011: Uy_Perimeter2_011 (m/s)","Uy_Perimeter2_012: Uy_Perimeter2_012 (m/s)","Uy_TurbineLine1_001: Uy_TurbineLine1_001 (m/s)","Uy_TurbineLine1_002: Uy_TurbineLine1_002 (m/s)","Uy_TurbineLine1_003: Uy_TurbineLine1_003 (m/s)","Uy_TurbineLine1_004: Uy_TurbineLine1_004 (m/s)","Uy_TurbineLine2_001: Uy_TurbineLine2_001 (m/s)","Uy_TurbineLine2_002: Uy_TurbineLine2_002 (m/s)","Uy_TurbineLine2_003: Uy_TurbineLine2_003 (m/s)","Uy_TurbineLine2_004: Uy_TurbineLine2_004 (m/s)","Uy_TurbineLine3_001: Uy_TurbineLine3_001 (m/s)","Uy_TurbineLine3_002: Uy_TurbineLine3_002 (m/s)","Uy_TurbineLine3_003: Uy_TurbineLine3_003 (m/s)","Uy_TurbineLine3_004: Uy_TurbineLine3_004 (m/s)","Uy_TurbineLine4_001: Uy_TurbineLine4_001 (m/s)","Uy_TurbineLine4_002: Uy_TurbineLine4_002 (m/s)","Uy_TurbineLine4_003: Uy_TurbineLine4_003 (m/s)","Uy_TurbineLine4_004: Uy_TurbineLine4_004 (m/s)","Uy_CornerBuoy1: Uy_CornerBuoy1 (m/s)","Uy_CornerBuoy2: Uy_CornerBuoy2 (m/s)","Uy_CornerBuoy3: Uy_CornerBuoy3 (m/s)","Uy_CornerBuoy4: Uy_CornerBuoy4 (m/s)"
1.0,-0.06914593855562869,-0.3911352722655998,-0.5387967180427718,-0.6566240329688572,-0.21597792247147365,-0.08712658446780241,0.05878979490922662,0.31902941513125904,0.44054686327559894,0.5961007964688838,0.1924104779244686,0.07983040623218297,-0.031249553153251845,-0.1380681443596775,-0.14101479640753384,-0.1005397295029057,-0.047239981977900414,-0.019991513649385843,0.03595985280690096,0.14570576853912304,0.13722498157789598,0.08243237800610849,0.04971245381838152,0.02375919262538022,0.0024297631554519904,0.09848961772639467,0.2952053749468012,0.11743329569185215,0.14161073902429702,-0.05004142478521762,-0.2872312273929241,-0.22227669005231743,-0.31101052238587445,-0.36638759410951954,-0.14840913943195136,-0.05416838957316108,-0.00917566454659528,-0.09980235795671896,-0.2784595615952774,-0.10073083380433587,-0.11026763909135831,0.035252763036806446,0.22110247917111725,0.1588280624934968,0.27288837403315586,0.3302335616481771,0.1454683725711229,0.057013388570499174,-0.04044583110187527,-0.01499742868448779,-0.002956463759377542,2.133285859222033E-4,-0.0011959432604384645,0.0016986901942043098,0.011700851718857331,0.031380694846072296,-0.004284845955108178,6.174059844882704E-4,0.002048557620304387,0.0014822142228869623,-9.456239882455708E-4,-0.0010445455236326624,8.724616713293784E-4,0.008104241598723897,-0.044548470605887514,0.03440832984652735,-0.010924949231298393,0.012256248751992868
2.0,-0.11722952821050864,-0.4961466764688456,-0.661588710686827,-0.7780976275481947,-0.4286250093467892,-0.20339651984550372,0.11039392389443142,0.41749542085912805,0.5488832381737566,0.6985221043497843,0.3559344453711021,0.17737760270662778,-0.038584037004451406,-0.23192610285478304,-0.2896279970822089,-0.2517604163844848,-0.16866501919247756,-0.13469464963985758,0.05365237273435686,0.24556533069776246,0.2746087724425464,0.21404612440111037,0.1501838376739417,0.12251915757816588,-0.07254646247527512,0.04439084089654506,0.2164344182843788,0.14517391034944738,0.12483986228397202,0.14051701198239042,-0.042582193825419376,-0.12871194017750812,-0.2648142759765468,-0.39735360319238544,-0.24841180725306214,-0.1775787995677429,0.042188197120832494,-0.05641175112858082,-0.23255546161450036,-0.15292707114002174,-0.12385913026232964,-0.12355465445560276,0.018804032590601486,0.09556290672151894,0.2186010243837127,0.34563622724348164,0.2240516666900339,0.15483496913015177,-0.11536212914727216,-0.03723278072042171,-0.018286677548163696,-0.010409355301464257,0.006531616223504339,0.013926885796473231,0.0259496257553483,0.08272568517763393,-0.11698046944651497,-0.031518978492180424,-0.018396380448888153,-0.010446728922667145,0.0073218383986997666,0.01288822779134962,0.023316238937968792,0.09045339446458069,-0.14037641630929187,0.10081889064483386,-0.15156156826173348,0.11834298692545704
3.0,-0.1380103517066397,-0.519270433553346,-0.719418922275835,-0.8349557268797004,-0.6125902507310944,-0.3437944053259038,0.13309780943304128,0.44540758054263596,0.5963711235635561,0.7334318214322924,0.5070127221300847,0.30208389184263346,-0.03982214726085845,-0.30398765363749025,-0.3897625616433872,-0.37752466338492374,-0.2947311761513616,-0.23772226878620864,0.05769501969526859,0.31020530714031364,0.36281522118770315,0.3253654914459155,0.252480167318247,0.22317738670198892,-0.18216639198057988,-0.06769138601239298,0.07384960848612153,0.09848623777818141,0.043624639206314396,0.14188262664489168,0.14353724192419998,0.0328495550765967,-0.14220300767048089,-0.36688671568499026,-0.3204835975054533,-0.2829278149359926,0.12557093002528816,0.02723535913597694,-0.11427041477790686,-0.1333091405189045,-0.06371723376184295,-0.1185298587228126,-0.1161121121173842,-0.024429740333882326,0.11439038169031772,0.31738096141515876,0.28487312375608376,0.2451556191560839,-0.21806665091126984,-0.10144836660785386,-0.05400609970964182,-0.017690512272677022,0.013327052950042799,0.0435069636862319,0.07645923944046716,0.16659616162232233,-0.21652888757713604,-0.09354083027685543,-0.034029226723937336,-0.010719902198658371,0.009672405923764494,0.025704290054594084,0.07552736326028078,0.17894783793661356,-0.2603748582035202,0.19590235217049776,-0.2788918694621663,0.2247951183590189
4.0,-0.15906310224756404,-0.5039539103034673,-0.7351259226378934,-0.8401178461207623,-0.7323012411123003,-0.44858966221296925,0.1542747527411335,0.44040733450629077,0.6102058571803105,0.7266413707429842,0.60750891862509,0.3916672252863955,-0.04219576176518826,-0.3168804005204178,-0.40569876401010074,-0.4190839923348367,-0.350609338584848,-0.28005621503318623,0.05327617071964594,0.3122267472751138,0.3772006507818434,0.3718108523340429,0.2912945332361328,0.2566690563641966,-0.25638028993188566,-0.1318627476029844,-0.04606437283861613,0.028614697716611695,-0.033815405270995975,0.023848342649402197,0.15891066619050115,0.14600585049546844,0.01403690789712946,-0.23514740024453384,-0.3237798480317924,-0.3092873449709894,0.18403655989075224,0.07261248490600054,-0.013363993782278604,-0.08900009726756804,-0.01934318685965935,-0.037786089249450275,-0.12116357523097389,-0.10256270983762412,-0.004489269297700943,0.20890398582482841,0.2851234478965934,0.2667984200911441,-0.29370052398615737,-0.15210111726620623,-0.12364640290829686,-0.027409013018491562,0.022934563202918336,0.10779451510338,0.12037459557632835,0.2292953472140825,-0.2488554583908199,-0.11912218084069323,-0.05394890822770974,-0.015538549161128472,0.014275771153003889,0.042769421690408954,0.09881191287047103,0.20819932163055105,-0.34733299420870606,0.2683096005704304,-0.32149470579865347,0.2591973361676411
5.0,-0.17538862525943014,-0.45923490452670185,-0.7039510121801115,-0.8095052874214801,-0.8086337506179375,-0.5248032738308468,0.1660588299312565,0.4032416825376978,0.5779524090871668,0.6851488758093859,0.6716279891390661,0.45628042067713137,-0.05384450780777534,-0.28507634538897214,-0.36933580829785967,-0.41278739114867297,-0.3695010699278726,-0.2920448700387796,0.0539785722042523,0.2667083367819369,0.33731559737713135,0.3743986193123463,0.3036324380753445,0.2633279987905911,-0.3095984280824575,-0.17222089478710143,-0.1034526364967408,-0.03350026663142011,-0.0730103449360435,-0.0928903381834752,0.032016464468851986,0.13987800697436226,0.1186689890807064,-0.07724313084618575,-0.29642044830383923,-0.3038002121917269,0.23005479775132615,0.10062442284899899,0.03363852722248155,-0.044177264524693706,8.586326254527944E-4,0.031593296143321965,-0.03523474385293514,-0.10083576223997552,-0.07615250500019181,0.08631529080821357,0.2597465447244135,0.26387324180303573,-0.3549050628793098,-0.21120558927949323,-0.18732844053751946,-0.037225794234151496,0.03501866399999752,0.1678155867335649,0.17545034131079465,0.2837214874789666,-0.25502164237326913,-0.13565261953849006,-0.06069257417450325,-0.017814925889848232,0.016442963229034012,0.05058664979675844,0.11524000002245131,0.21549449296167386,-0.4115625053380062,0.3261149592991343,-0.31836558260997133,0.2598778868393504
6.0,-0.18787385396804163,-0.40853748325700334,-0.6323180700182623,-0.7521967639721265,-0.8490107568233024,-0.5856960502217559,0.1744473301218178,0.3559081697749738,0.5112761664557717,0.6272057433373839,0.7088103375336372,0.5072134298473425,-0.06942593737857534,-0.21375482085744288,-0.27745601252761853,-0.3557403445515902,-0.357051200340216,-0.2860154888101376,0.05505984089490014,0.1865646807615282,0.25337246997323265,0.33419228852679267,0.2985445094441193,0.2578338237669814,-0.3574418440186166,-0.2010507854339203,-0.12291654099345448,-0.06832391636044802,-0.08822718992536975,-0.1451695866652492,-0.12217381055489338,0.013055410007043888,0.12012786321691153,0.04876710023736493,-0.24081296475688663,-0.2816642930015706,0.2748203815609596,0.12708470847494588,0.0513497177468634,-0.012903914944905347,0.005175857225385467,0.052975289595708984,0.060945792933544324,-0.021658843388921763,-0.07488065907336314,-0.007358911096328141,0.21464797264901977,0.2472845535068991,-0.4139807992402746,-0.27076607555237675,-0.27147714024794606,-0.05524179753333814,0.057978116839725716,0.24977375907113258,0.23149060424549095,0.3381484166141373,-0.25037752456187057,-0.1512531167284606,-0.06865110464267778,-0.016524992287847377,0.017633771025834192,0.061535075906658854,0.13212501550838687,0.21620756998693547,-0.46571554324621783,0.3770039722638089,-0.29109007744392357,0.24494596972702537
7.0,-0.19660150982432426,-0.3570725559704626,-0.531580670102286,-0.6796608831419033,-0.8542514425134905,-0.6259948196391443,0.18272934397224755,0.30766705896980734,0.42230593468754113,0.5574523317977039,0.7106670626652993,0.5382228891389848,-0.09070833793329694,-0.13290875034940214,-0.16611878476552938,-0.26675622449893915,-0.32066242017223384,-0.26296221437897516,0.06697089913656747,0.11244529504964984,0.16193473164885316,0.26998668463070835,0.2768947447069434,0.23542835500981615,-0.3879886483337897,-0.2170583273326564,-0.128128749396414,-0.08805797879711783,-0.09652267964789198,-0.14529559901992534,-0.20586718345569546,-0.13018399285861035,0.031555995832657564,0.08950190070024347,-0.17344971184644042,-0.24587632037488732,0.30504610963291445,0.14510737566676798,0.06005094426080488,0.008611908757419288,0.010438962809946412,0.043252189989197165,0.10093000589697716,0.06471854247369593,-0.016462305535828257,-0.039603707324213984,0.16315850410265442,0.21873347609688637,-0.4551581847807421,-0.3122024514017941,-0.37340289926938464,-0.07646389849790058,0.08366378789779265,0.35668621941693784,0.2728017119063705,0.3791933501245259,-0.22690496860067322,-0.14816170726830896,-0.07894319198438032,-0.018119721391464633,0.020085923824698964,0.07359410467659916,0.13355907604664566,0.19968969927552524,-0.5012193112505748,0.41065454442233335,-0.24621871478960836,0.2144384741288886
8.0,-0.20049042852028062,-0.31223544785115354,-0.42202756158193394,-0.596030126685676,-0.8273030270279497,-0.6611302472636209,0.18543991337104856,0.26396710608490315,0.32994263918577477,0.4822216897088506,0.6850576386383997,0.564207041072352,-0.11085698090004417,-0.07045645717795895,-0.06483604785758393,-0.170950594013913,-0.27683129629789766,-0.24416178557944423,0.08555330895273869,0.06949797758917421,0.08602430830026332,0.20383690182800623,0.2558764331227874,0.22024993581130325,-0.420268119660669,-0.23354489144004575,-0.13801470381645162,-0.09792653872811133,-0.10222694457835797,-0.12759905408812217,-0.2156859251241192,-0.2223207915335244,-0.10238822160584862,0.03406406652973273,-0.11474946018111773,-0.2151171107071272,0.3379775863015188,0.16393587916562807,0.07419028717959686,0.024030171769937363,0.017655555680016706,0.026732285927484178,0.0928264255666423,0.1131088567121273,0.06576235549903053,-0.004975598350555968,0.12273478059808943,0.19649868401273768,-0.4984941719321186,-0.35023124309457576,-0.4700965430290281,-0.1048817140303349,0.1169497559787304,0.4624267997645648,0.31020363328094286,0.4208449821733466,-0.2127180648664384,-0.14793183196167362,-0.08242802634319886,-0.01869131451980794,0.021771639185888595,0.08005374543431569,0.13669904155465293,0.1911175832303478,-0.5349669846486126,0.4421689691123718,-0.21207702091624342,0.19327018155191436
9.0,-0.20205073269528462,-0.27509841494279075,-0.3222056755539433,-0.508169541140643,-0.7745334121350715,-0.6859238047177498,0.18588401953413652,0.22977573379962846,0.2506024192780083,0.406205458693356,0.6366563613086118,0.5805661295121495,-0.1292321230758649,-0.04722587453979304,-0.013017981919160159,-0.0984474509302594,-0.2341633385132027,-0.22927670165444905,0.1107137236114061,0.07217346065838214,0.04943220384888144,0.15090887461447866,0.2370011692122538,0.2119788237459105,-0.45273850681714384,-0.2506895461051902,-0.15243030921575124,-0.10605157981903374,-0.10921982172021043,-0.11318871941028928,-0.18991834121506945,-0.24606615243446503,-0.21227088375266853,-0.08819009943104639,-0.0868806898493962,-0.19358788629708326,0.3695961808396308,0.1821972328101291,0.09217318746402259,0.04052121707570284,0.029284984453481183,0.017960534869887718,0.06203745875859913,0.11543723933794046,0.12819270074833006,0.07435829393857105,0.10596850926714566,0.1845862953749932,-0.5377512003525227,-0.38836470227943803,-0.5618873953069351,-0.13578927823875767,0.15125778996508005,0.5626251327406834,0.3470416868991488,0.4567160788792178,-0.20581800521598342,-0.1531674552766633,-0.09144232824346149,-0.019880880855645003,0.02400743816318016,0.09089021908718649,0.14418152144259766,0.18981893545442471,-0.564103688464959,0.46770388590151896,-0.19004473495897078,0.18202004931193638
10.0,-0.20184596174578062,-0.24687120663564543,-0.24253532977691278,-0.42261533293471515,-0.702102311676645,-0.698105373656739,0.18459794338801966,0.20530495585238293,0.19197333801655325,0.335438670522857,0.5726200464514808,0.5857292659638889,-0.1460492256392252,-0.06186922682307608,-0.017603713714348743,-0.06426677184949955,-0.20172237831745815,-0.2247983236603103,0.13702996917746535,0.10988579111625725,0.06023887179451919,0.11843817593801878,0.22787208764739972,0.21374256892798277,-0.48327507374469236,-0.2685556312439044,-0.16711108683897255,-0.11684985142261044,-0.11960736882078854,-0.1086827086135979,-0.1554331836561411,-0.23024396808599218,-0.2739209972862234,-0.22182073047245154,-0.10563403231478657,-0.1895650485927825,0.3993196996850891,0.20104680228113705,0.11019397720335991,0.06017010497017822,0.04663697353825924,0.022716483899335723,0.03397052807371717,0.09087159794949855,0.1544252866534936,0.15777900291333682,0.11977641948086533,0.1856345880374827,-0.5703268171960134,-0.4266895848685619,-0.6398425810809686,-0.1671918559367932,0.18243892741547618,0.6466002259110892,0.3834520808760955,0.4855935742861924,-0.20853216624402007,-0.16107301790261883,-0.10487574406322016,-0.024127538905834783,0.027930649815156954,0.10469872722922702,0.15288114773363362,0.1951270411419396,-0.5861579859343323,0.48666504363914476,-0.18532923387578684,0.18164314463405043
11.0,-0.20049070461793642,-0.22652194578024576,-0.18736266093240683,-0.3442443835764451,-0.6187107348015403,-0.6958343990231912,0.18207257420518327,0.187488915527834,0.15379018002452682,0.27412727789002367,0.5013545089218401,0.5773858603990136,-0.1595816953596839,-0.10001648116866739,-0.0626091996219603,-0.07239795030172136,-0.18425927879458023,-0.23107150242850222,0.15987272919477336,0.1580965809791485,0.0986196388673372,0.11299427399489362,0.2256451424441464,0.22500470190529703,-0.5093424514570686,-0.28600030821768385,-0.17753582762006906,-0.12791141373499965,-0.12920086501448097,-0.11071526012838964,-0.1266447340621477,-0.19489112253329324,-0.28783288277543423,-0.3147617509551413,-0.16347886136244422,-0.2038922844497548,0.4240659584587065,0.21853822637040685,0.12147081605455376,0.07752096663024241,0.062334155257123366,0.034726881836506136,0.018660455277067424,0.05747726035479746,0.14563010463293125,0.2116681506422537,0.15639527117813476,0.19960816134884887,-0.5939589416735872,-0.4610084643294183,-0.6941777891964841,-0.19302847692041364,0.20575364219941333,0.7003998618593877,0.41557402157368273,0.5046831788035936,-0.22312217675242285,-0.17376012335708146,-0.1197232936917433,-0.029568193911507123,0.03277906545458821,0.11868802926447003,0.16427525565901985,0.20880732898628304,-0.5996316125154852,0.4969144002422601,-0.20010031009396445,0.1938765618815499
12.0,-0.19805908832040653,-0.2109485846788143,-0.15402142535948637,-0.27741426774399275,-0.5322493431581058,-0.6779474198522513,0.17910520694703286,0.17398337191803087,0.13094417340027856,0.2243251752143744,0.4310789779347581,0.5558846217772709,-0.1681516987197801,-0.13994276732140637,-0.12028719976877292,-0.11336910293163611,-0.186914054057947,-0.24554537378460262,0.17560425476362618,0.19582537412703696,0.141805724590543,0.132176219556878,0.22954899920940464,0.24173485584805568,-0.5308313767682873,-0.30449499701857524,-0.1844651274594555,-0.1362572622599944,-0.13523185826075942,-0.11657978403455797,-0.10944900146068728,-0.15668854029524448,-0.2675256236603636,-0.3624041238971977,-0.23712664617137535,-0.2327893691859505,0.4437242063239177,0.23717541879834939,0.12987454999729328,0.08976187194564199,0.07567364980229185,0.04969139817819355,0.018309038161528103,0.029730265790539306,0.11587330158518665,0.22941359558079602,0.20184839469655108,0.2223356442252592,-0.6082972266151475,-0.49250314722959243,-0.7211685234764323,-0.21177017778532542,0.22019061099058587,0.7192524293443203,0.4451431058653509,0.5145593369149161,-0.2451008498212129,-0.19087217857310546,-0.1334875898883725,-0.035139630788240776,0.03813247426294926,0.13134490726209366,0.17845323715504346,0.2277477659611622,-0.6031383599847066,0.4981151374040244,-0.23022825249701973,0.21511515716376342
13.0,-0.19333956834306384,-0.195846065396367,-0.13353628958940408,-0.2231496460907732,-0.45076012408906807,-0.6441719787450766,0.1731809413645316,0.16008764943751397,0.11594113422387142,0.18582645158299246,0.36760818959447517,0.5225365713989649,-0.1727881763693294,-0.17099688761673373,-0.1691110096268404,-0.1654270245775559,-0.21476312592333283,-0.26983590624559156,0.18534455116546983,0.214337951828673,0.17508242391552767,0.16226041634084404,0.24106965017514595,0.2625233719818001,-0.5469147721505615,-0.3267636884424661,-0.19704234805457088,-0.14520454517162185,-0.1436508194850108,-0.1268758011431837,-0.1062909367303704,-0.1270424223927771,-0.23124068506393486,-0.36959445665168117,-0.31154008555759766,-0.2740049260458032,0.45781458731058144,0.2593283800557895,0.14329588189130935,0.10034419914382371,0.090127907827836,0.06733909064753993,0.031002057861146046,0.017196692009923364,0.08226386657231503,0.21637070245076861,0.24330190254500245,0.2493764320464077,-0.6121410916990582,-0.5219969133020079,-0.7239693282433132,-0.22644135949231353,0.22956158412303473,0.7116769592396035,0.4720841169700451,0.5148563285360348,-0.2709320307885644,-0.20686616771839875,-0.14974419953624438,-0.04379965381129958,0.045254522993933635,0.14512181595650417,0.1917121443110517,0.24694809255782701,-0.5950906941511047,0.48953935041374863,-0.2707878141623635,0.24034621253280658
